seed,model,poison_rate,f1_macro,recall,fpr,f1_drop,alerts_per_hour,false_alerts_per_hour,ppv_deploy
102,rf,0.05,0.715566293753938,0.9247240855296484,0.11339421613394216,0.1455497325663182,27659.36894735076,27214.611872146117,0.016079798351554212
102,rf,0.1,0.6341896301369434,0.8653353185871951,0.10312024353120243,0.22692639618331278,25165.05178708964,24748.858447488583,0.016538544928191817
102,rf,0.25,0.5171039913049711,0.7248376747969976,0.14726027397260275,0.3440120350152851,35691.08507597231,35342.46575342466,0.009767686294927162
102,xgboost,0.0,0.7840048316705104,0.9471656407816169,0.02054794520547945,0.0,5387.05745810783,4931.506849315068,0.08456390382603621
102,xgboost,0.01,0.7775272122891073,0.9444333584048383,0.019406392694063926,0.006477619381403121,5111.770731579673,4657.534246575342,0.08886088771511862
102,xgboost,0.05,0.7591088532766657,0.936205811472516,0.017123287671232876,0.02489597839384472,4559.868389299104,4109.58904109589,0.098748321170828
102,xgboost,0.1,0.7516271434690527,0.933320030085806,0.023211567732115676,0.0323776882014577,6019.667652943421,5570.776255707762,0.07457079412285576
102,xgboost,0.25,0.6303649203741735,0.8514129583864184,0.0350076103500761,0.15363991129633692,8811.323698472654,8401.826484018264,0.04647397240954517
102,hgb,0.0,0.7801550765890889,0.9454771516723717,0.01902587519025875,0.0,5020.948555484483,4566.2100456621,0.09056824717426415
102,hgb,0.01,0.772228584791676,0.9421769229588469,0.01902587519025875,0.007926491797412893,5019.361271133289,4566.2100456621,0.09028065544460696
102,hgb,0.05,0.7652354000063831,0.9396902389979584,0.024733637747336376,0.014919676582705765,6388.028284530089,5936.07305936073,0.07075034815732742
102,hgb,0.1,0.7593271221145396,0.9372342548390563,0.02663622526636225,0.020827954474549326,6843.468054230294,6392.6940639269405,0.06586923278244976
102,hgb,0.25,0.7207734977860429,0.9164504888943467,0.015601217656012176,0.059381578803045953,4185.070027692708,3744.292237442922,0.10532148502489776
102,mlp,0.0,0.9008975772110351,0.9973291172271939,0.2762557077625571,0.0,66781.04719394463,66301.36986301371,0.007182836314888001
102,mlp,0.01,0.8957696410234699,0.9967151211874683,0.2808219178082192,0.005127936187565241,67876.64229618701,67397.2602739726,0.007062547674685774
102,mlp,0.05,0.8932793438894779,0.996899319999386,0.2910958904109589,0.0076182333215572,70342.4843134595,69863.01369863014,0.006816230895297239
102,mlp,0.1,0.8928424069766301,0.9980198627718851,0.310882800608828,0.008055170234405051,75091.8816993557,74611.87214611872,0.006392296242605643
102,mlp,0.25,0.895206437253612,0.9975286659401047,0.2960426179604262,0.005691139957423097,71530.00161676605,71050.22831050228,0.006707301767365302
103,logreg,0.0,0.5769057399481743,0.8079876710897503,0.1956901572510192,0.0,47354.24904497716,46965.63774024461,0.008206471701482193
103,logreg,0.01,0.5918435692345877,0.830843172082332,0.2201514269073966,-0.014937829286413407,53235.94638823563,52836.34245777519,0.007506280202971031
103,logreg,0.05,0.590488429306045,0.8274736182217114,0.21083284799068142,-0.013582689357870659,50997.866821116666,50599.88351776354,0.00780392059826971
103,logreg,0.1,0.5669353561873096,0.7995507261519172,0.21840419336051253,0.009970383760864676,52801.55986198686,52417.00640652301,0.007282994223447126
103,logreg,0.25,0.5272528680694901,0.7395517709748197,0.20675596971461851,0.04965287187868417,49977.12897406147,49621.432731508445,0.007117180395409042
103,tree,0.0,0.5904227841274767,0.834056002507575,0.24519510774606873,0.0,59247.97503861925,58846.825859056495,0.006770681686610941
103,tree,0.01,0.5958472081663908,0.8311304983805246,0.19743739079790332,-0.005424424038914077,47784.71591496639,47384.9737914968,0.008365480798942867
103,tree,0.05,0.5888542485018464,0.8138909204889772,0.14909726266744322,0.0015685356256303074,36174.793583106926,35783.34304018637,0.010821085738091166
103,tree,0.1,0.5878782311484221,0.8318879949848501,0.24927198602213163,0.0025445529790546484,60225.38309580531,59825.27664531159,0.006643485353297535
103,tree,0.25,0.5570371305923495,0.7960505694284818,0.2667443214909726,0.033385653535127235,64401.507171185796,64018.63715783342,0.0059450474091338945
103,rf,0.0,0.611212159817812,0.8591317521680075,0.2580081537565521,0.0,62335.166561933875,61921.95690157251,0.00662883702974976
103,rf,0.01,0.5650601452662798,0.804983805245011,0.25742574257425743,0.04615201455153217,62169.34477745866,61782.17821782178,0.0062276120332742805
103,rf,0.05,0.5410386756991881,0.7699038762929683,0.2516016307513104,0.0701734841186239,60754.68582983417,60384.391380314504,0.0060949117662596405
