protocol,model,split_seed,model_seed,n_train,n_test,threshold,tp,fp,tn,fn,accuracy,balanced_accuracy,precision,recall,f1,f1_macro,mcc,fpr,fnr,tnr,roc_auc,pr_auc,pr_auc_benign,brier
group_disjoint,gru,118,11,2196,612,0.5,432,57,114,9,0.8921568627450981,0.8231292517006803,0.8834355828220859,0.9795918367346939,0.9290322580645162,0.8522712310730745,0.7236301196330599,0.3333333333333333,0.02040816326530612,0.6666666666666666,0.9023352030870828,0.9512803830191244,0.8658985332105,0.0903221070766449
group_disjoint,gru,118,22,2196,612,0.5,433,58,113,8,0.8921568627450981,0.8213390619405657,0.8818737270875764,0.981859410430839,0.9291845493562232,0.8515785760479746,0.7240648015172398,0.3391812865497076,0.018140589569160998,0.6608187134502924,0.9499144687114611,0.9775726811980399,0.9097693436928349,0.08329213410615921
group_disjoint,cnn1d,118,11,2196,612,0.5,435,67,104,6,0.880718954248366,0.7972908461630266,0.8665338645418327,0.9863945578231292,0.9225874867444327,0.8314005049380526,0.6948333922349931,0.391812865497076,0.013605442176870748,0.6081871345029239,0.8459375953110289,0.9196735857688161,0.8050665273017387,0.11271215975284576
group_disjoint,cnn1d,118,22,2196,612,0.5,435,67,104,6,0.880718954248366,0.7972908461630266,0.8665338645418327,0.9863945578231292,0.9225874867444327,0.8314005049380526,0.6948333922349931,0.391812865497076,0.013605442176870748,0.6081871345029239,0.873625863600801,0.936077870474666,0.8319930711128944,0.1077619418501854
group_disjoint,gru,119,11,2198,610,0.5,410,63,104,33,0.8426229508196721,0.7741311958475825,0.8668076109936576,0.9255079006772009,0.8951965065502183,0.789703516433004,0.5858112410187889,0.3772455089820359,0.0744920993227991,0.6227544910179641,0.8817263892080399,0.9418033106536321,0.8216663549085398,0.1385861188173294
group_disjoint,gru,119,22,2198,610,0.5,405,71,96,38,0.8213114754098361,0.7445357591814115,0.8508403361344538,0.9142212189616253,0.8813928182807399,0.7596332862167818,0.5267161018611416,0.4251497005988024,0.08577878103837472,0.5748502994011976,0.8525297035725388,0.9312273769516134,0.7728541375770953,0.15350762009620667
group_disjoint,cnn1d,119,11,2198,610,0.5,414,66,101,29,0.8442622950819673,0.7696638326056691,0.8625,0.9345372460496614,0.8970747562296858,0.7886047181821829,0.5872465880353609,0.39520958083832336,0.0654627539503386,0.6047904191616766,0.7894121463619038,0.8816960174900957,0.7494181783855682,0.1371641904115677
group_disjoint,cnn1d,119,22,2198,610,0.5,409,58,109,34,0.8491803278688524,0.7879725875562644,0.8758029978586723,0.9232505643340858,0.8989010989010989,0.8010634526763559,0.6061983976411287,0.3473053892215569,0.07674943566591422,0.6526946107784432,0.7822008353496168,0.8714437473957934,0.7390644898213116,0.14157365262508392
group_disjoint,gru,120,11,2187,621,0.5,444,86,49,42,0.7938808373590982,0.6382716049382716,0.8377358490566038,0.9135802469135802,0.8740157480314961,0.6538220333077834,0.3225443118261999,0.6370370370370371,0.08641975308641975,0.362962962962963,0.7246227709190672,0.8978385872521498,0.48903883113399177,0.1825334131717682
group_disjoint,gru,120,22,2187,621,0.5,429,95,40,57,0.7552334943639292,0.5895061728395061,0.8187022900763359,0.8827160493827161,0.8495049504950495,0.5971662683509731,0.20338386285956178,0.7037037037037037,0.11728395061728394,0.2962962962962963,0.7778692272519434,0.9312617050982216,0.5012155075265723,0.18713772296905518
group_disjoint,cnn1d,120,11,2187,621,0.5,436,87,48,50,0.7793880837359098,0.6263374485596708,0.8336520076481836,0.897119341563786,0.8642220019821606,0.6381195846820674,0.2858796450071928,0.6444444444444445,0.102880658436214,0.35555555555555557,0.8121475384849872,0.9436000963264419,0.5238714376777455,0.17114822566509247
group_disjoint,cnn1d,120,22,2187,621,0.5,428,98,37,58,0.748792270531401,0.577366255144033,0.8136882129277566,0.8806584362139918,0.8458498023715415,0.583794466403162,0.17730129818783713,0.725925925925926,0.11934156378600823,0.2740740740740741,0.772123151958543,0.9339449946549372,0.44564706273154897,0.19380153715610504
stratified_group,gru,101,11,2258,550,0.5,355,16,135,44,0.8909090909090909,0.8918820229381401,0.9568733153638814,0.8897243107769424,0.922077922077922,0.8701298701298701,0.74652918036611,0.10596026490066225,0.11027568922305764,0.8940397350993378,0.9655927899218244,0.984288950651909,0.9481854032259638,0.07475533336400986
stratified_group,gru,101,22,2258,550,0.5,364,28,123,35,0.8854545454545455,0.8634251190891136,0.9285714285714286,0.9122807017543859,0.9203539823008849,0.8582352435776269,0.7168829997372462,0.18543046357615894,0.08771929824561403,0.8145695364238411,0.9579910040000664,0.9828456931265543,0.9228663683087287,0.07848936319351196
stratified_group,cnn1d,101,11,2258,550,0.5,362,28,123,37,0.8818181818181818,0.8609188534249531,0.9282051282051282,0.9072681704260651,0.917617237008872,0.8543070107873942,0.7092873123924268,0.18543046357615894,0.09273182957393483,0.8145695364238411,0.9568125612043353,0.982893703960434,0.915723711209956,0.09040454030036926
stratified_group,cnn1d,101,22,2258,550,0.5,345,31,120,54,0.8454545454545455,0.8296818204451526,0.9175531914893617,0.8646616541353384,0.8903225806451613,0.8143920595533499,0.6327488582385823,0.2052980132450331,0.13533834586466165,0.7947019867549668,0.9434845391624758,0.9776216625900558,0.8970068458301328,0.11369890719652176
stratified_group,gru,102,11,2046,762,0.5,557,58,58,89,0.8070866141732284,0.6811145510835913,0.9056910569105691,0.8622291021671826,0.8834258524980174,0.6622452456406437,0.3297861159047276,0.5,0.13777089783281735,0.5,0.7383233692751148,0.9229809988140796,0.580459902272675,0.16649848222732544
stratified_group,gru,102,22,2046,762,0.5,523,56,60,123,0.7650918635170604,0.6634194512650795,0.9032815198618307,0.8095975232198143,0.8538775510204082,0.6276076718312743,0.27486166340321694,0.4827586206896552,0.19040247678018576,0.5172413793103449,0.6651676096936052,0.874811691604719,0.5810339301920235,0.19577980041503906
stratified_group,cnn1d,102,11,2046,762,0.5,540,56,60,106,0.7874015748031497,0.6765773460019217,0.9060402684563759,0.8359133126934984,0.8695652173913043,0.6475485661424607,0.30734988883063585,0.4827586206896552,0.16408668730650156,0.5172413793103449,0.7622971602434077,0.9417440699119634,0.6112234664436923,0.18300960958003998
stratified_group,cnn1d,102,22,2046,762,0.5,515,56,60,131,0.7545931758530183,0.6572275008006833,0.9019264448336253,0.7972136222910217,0.8463434675431388,0.6186114731852502,0.2606567780603895,0.4827586206896552,0.20278637770897834,0.5172413793103449,0.6954134194512651,0.9081547633810261,0.5944660504207595,0.21516458690166473
stratified_group,gru,103,11,2400,408,0.5,292,72,8,36,0.7352941176470589,0.4951219512195122,0.8021978021978022,0.8902439024390244,0.8439306358381503,0.4864814469513332,-0.012487658681924868,0.9,0.10975609756097561,0.1,0.5833841463414633,0.8297119397108829,0.2645538527213738,0.23676277697086334
stratified_group,gru,103,22,2400,408,0.5,294,71,9,34,0.7426470588235294,0.504420731707317,0.8054794520547945,0.8963414634146342,0.8484848484848485,0.49741315594974134,0.01143208406956623,0.8875,0.10365853658536585,0.1125,0.6568978658536586,0.8600587859202948,0.28874885328256666,0.23323066532611847
stratified_group,cnn1d,103,11,2400,408,0.5,284,70,10,44,0.7205882352941176,0.4954268292682927,0.8022598870056498,0.8658536585365854,0.8328445747800587,0.49104915306167113,-0.01071595337761154,0.875,0.13414634146341464,0.125,0.681935975609756,0.919426611540942,0.2563690403067899,0.25841930508613586
stratified_group,cnn1d,103,22,2400,408,0.5,277,70,10,51,0.7034313725490197,0.4847560975609756,0.7982708933717579,0.8445121951219512,0.8207407407407408,0.4812923561859732,-0.03394520351131826,0.875,0.15548780487804878,0.125,0.604077743902439,0.8772592574223166,0.22974299567725498,0.26454004645347595
stratified_group,gru,104,11,2289,519,0.5,424,24,54,17,0.9210019267822736,0.8268794697366126,0.9464285714285714,0.9614512471655329,0.953880764904387,0.8393564898347439,0.6798546231115931,0.3076923076923077,0.03854875283446712,0.6923076923076923,0.9580789580789582,0.9919954592989706,0.8474706524035386,0.0574125275015831
stratified_group,gru,104,22,2289,519,0.5,427,20,58,14,0.9344894026974951,0.855921855921856,0.9552572706935123,0.9682539682539683,0.9617117117117117,0.8675225225225225,0.7359210733872494,0.2564102564102564,0.031746031746031744,0.7435897435897436,0.9452003023431595,0.9885370847382506,0.8560286943709203,0.053442902863025665
stratified_group,cnn1d,104,11,2289,519,0.5,435,28,50,6,0.9344894026974951,0.8137100994243851,0.9395248380129589,0.9863945578231292,0.9623893805309734,0.8543290186236957,0.722670926463527,0.358974358974359,0.013605442176870748,0.6410256410256411,0.934850863422292,0.9866835038834647,0.8339633873403945,0.05130470544099808
stratified_group,cnn1d,104,22,2289,519,0.5,428,25,53,13,0.9267822736030829,0.8250043607186465,0.9448123620309051,0.9705215419501134,0.9574944071588367,0.8468027591349739,0.6972117716681879,0.32051282051282054,0.02947845804988662,0.6794871794871795,0.9477585906157335,0.9898789140930675,0.8416290486170247,0.05354054272174835
stratified_group,gru,105,11,1871,937,0.5,666,1,148,122,0.8687299893276414,0.9192331277893231,0.9985007496251874,0.8451776649746193,0.9154639175257732,0.8109539158034593,0.6770130385983735,0.006711409395973154,0.1548223350253807,0.9932885906040269,0.9844649609920622,0.9971415505733345,0.9160331795990614,0.09734039008617401
stratified_group,gru,105,22,1871,937,0.5,690,2,147,98,0.8932764140875133,0.9311058494872756,0.9971098265895953,0.8756345177664975,0.9324324324324325,0.8393126629167238,0.7175200889579432,0.013422818791946308,0.12436548223350254,0.9865771812080537,0.9840816952270637,0.9970948607928617,0.9140211520861244,0.08125751465559006
stratified_group,cnn1d,105,11,1871,937,0.5,678,3,146,110,0.87940234791889,0.9201359315913195,0.9955947136563876,0.8604060913705583,0.9230769230769231,0.8220322886989554,0.689576615618271,0.020134228187919462,0.13959390862944163,0.9798657718120806,0.981756549586073,0.9965748097474281,0.9094432725695278,0.09215819090604782
stratified_group,cnn1d,105,22,1871,937,0.5,677,1,148,111,0.880469583778015,0.9262128232207951,0.9985250737463127,0.8591370558375635,0.9236016371077762,0.8245459165931037,0.6970244647284206,0.006711409395973154,0.14086294416243655,0.9932885906040269,0.9810496371750758,0.9964470259994387,0.9106640469027603,0.09660619497299194
stratified_group,gru,106,11,2294,514,0.5,372,0,118,24,0.953307392996109,0.9696969696969697,1.0,0.9393939393939394,0.96875,0.9382211538461538,0.8835287956460779,0.0,0.06060606060606061,1.0,0.9987801746276322,0.9996422455432377,0.9959772579581884,0.03725087270140648
stratified_group,gru,106,22,2294,514,0.5,367,0,118,29,0.943579766536965,0.9633838383838385,1.0,0.9267676767676768,0.9619921363040629,0.926279087019956,0.8625172219855511,0.0,0.07323232323232323,1.0,0.9994649888717686,0.999843096156317,0.9982012133081368,0.03590617701411247
stratified_group,cnn1d,106,11,2294,514,0.5,329,0,118,67,0.8696498054474708,0.9154040404040404,1.0,0.8308080808080808,0.9075862068965517,0.8432320473426653,0.727956612663715,0.0,0.1691919191919192,1.0,0.9970467385721623,0.9991249100115573,0.9908121640158317,0.09539075195789337
stratified_group,cnn1d,106,22,2294,514,0.5,358,0,118,38,0.9260700389105059,0.952020202020202,1.0,0.9040404040404041,0.9496021220159151,0.9054579953145269,0.8269373820462066,0.0,0.09595959595959595,1.0,0.9970681390172915,0.9991224230156284,0.991203087834348,0.05167941004037857
stratified_group,gru,107,11,2151,657,0.5,460,0,153,44,0.9330289193302892,0.9563492063492063,1.0,0.9126984126984127,0.9543568464730291,0.9143212803793717,0.8419305141001121,0.0,0.0873015873015873,1.0,0.9997795414462081,0.9999328046422838,0.9993104624061562,0.05110529065132141
stratified_group,gru,107,22,2151,657,0.5,455,0,153,49,0.9254185692541856,0.9513888888888888,1.0,0.9027777777777778,0.948905109489051,0.9054384702374833,0.8269142208916662,0.0,0.09722222222222222,1.0,0.9985086627243489,0.9995571027222647,0.9950917718703839,0.06242956593632698
stratified_group,cnn1d,107,11,2151,657,0.5,464,0,153,40,0.939117199391172,0.9603174603174602,1.0,0.9206349206349206,0.9586776859504132,0.9215353747671141,0.854300740802963,0.0,0.07936507936507936,1.0,0.9994294013901857,0.9998258755172094,0.9982498530698122,0.04666268453001976
stratified_group,cnn1d,107,22,2151,657,0.5,436,0,153,68,0.8964992389649924,0.9325396825396826,1.0,0.8650793650793651,0.9276595744680851,0.8729206963249516,0.7738870065462392,0.0,0.1349206349206349,1.0,0.9998573503475464,0.9999563474601931,0.9995616132631915,0.06924108415842056
stratified_group,gru,108,11,2255,553,0.5,419,9,104,21,0.945750452079566,0.9363133547868061,0.9789719626168224,0.9522727272727273,0.9654377880184332,0.919693683925183,0.8412346850283648,0.07964601769911504,0.04772727272727273,0.9203539823008849,0.9864038616251005,0.9966586169886529,0.9473668364651775,0.040662091225385666
stratified_group,gru,108,22,2255,553,0.5,427,6,107,13,0.9656419529837251,0.9586786001609011,0.9861431870669746,0.9704545454545455,0.9782359679266895,0.9483454517745036,0.8973656945950095,0.05309734513274336,0.029545454545454545,0.9469026548672567,0.9941975060337891,0.9984134546189491,0.9841700562327078,0.02373022399842739
stratified_group,cnn1d,108,11,2255,553,0.5,408,9,104,32,0.9258589511754068,0.9238133547868062,0.9784172661870504,0.9272727272727272,0.9521586931155193,0.8937500292886833,0.7936567452021911,0.07964601769911504,0.07272727272727272,0.9203539823008849,0.9827031375703943,0.9953591547421392,0.9502575160310157,0.0528118759393692
stratified_group,cnn1d,108,22,2255,553,0.5,420,28,85,20,0.9132007233273056,0.8533789219629928,0.9375,0.9545454545454546,0.9459459459459459,0.862881229853707,0.7266119576365528,0.24778761061946902,0.045454545454545456,0.7522123893805309,0.9760860820595334,0.9938316248781036,0.9212199385690919,0.05586608126759529
stratified_group,gru,109,11,2246,562,0.5,396,6,105,55,0.891459074733096,0.9119973632168754,0.9850746268656716,0.8780487804878049,0.9284876905041032,0.851697719790797,0.7269443654568116,0.05405405405405406,0.12195121951219512,0.9459459459459459,0.979265296338467,0.9948882261827805,0.9313666929465272,0.08716754615306854
stratified_group,gru,109,22,2246,562,0.5,396,17,94,55,0.8718861209964412,0.8624478136673259,0.9588377723970944,0.8780487804878049,0.9166666666666666,0.8198717948717948,0.6538183124479627,0.15315315315315314,0.12195121951219512,0.8468468468468469,0.9544955154711252,0.987813756461477,0.8798521169971598,0.09759324789047241
stratified_group,cnn1d,109,11,2246,562,0.5,412,7,104,39,0.9181494661921709,0.9252312179141448,0.9832935560859188,0.9135254988913526,0.9471264367816092,0.8830120372884425,0.7773737403351421,0.06306306306306306,0.08647450110864745,0.9369369369369369,0.9820618845009089,0.9956166267948845,0.9360895356484916,0.05808206647634506
stratified_group,cnn1d,109,22,2246,562,0.5,411,7,104,40,0.9163701067615658,0.9241225704640339,0.9832535885167464,0.9113082039911308,0.9459148446490219,0.8808005595794128,0.7735738028796084,0.06306306306306306,0.08869179600886919,0.9369369369369369,0.9784462955194663,0.9945943186022695,0.9296651929219273,0.061204053461551666
stratified_group,gru,110,11,2172,636,0.5,485,13,100,38,0.9198113207547169,0.9061490042132693,0.9738955823293173,0.9273422562141491,0.9500489715964741,0.873430860300229,0.7532709862669557,0.11504424778761062,0.07265774378585087,0.8849557522123894,0.9509128750063452,0.9843393913222186,0.917186424742324,0.060753077268600464
stratified_group,gru,110,22,2172,636,0.5,490,34,79,33,0.8946540880503144,0.8180087649537218,0.9351145038167938,0.9369024856596558,0.936007640878701,0.8191149315504616,0.6382407027864253,0.3008849557522124,0.06309751434034416,0.6991150442477876,0.8706407891842503,0.9614114911303162,0.7932081653727285,0.08973690122365952
stratified_group,cnn1d,110,11,2172,636,0.5,494,33,80,29,0.9025157232704403,0.8262576354929864,0.937381404174573,0.9445506692160612,0.940952380952381,0.8308365508365508,0.6618539873779692,0.2920353982300885,0.055449330783938815,0.7079646017699115,0.9312847933129157,0.983294306194342,0.8387895865906538,0.07439561188220978
stratified_group,cnn1d,110,22,2172,636,0.5,496,22,91,27,0.9229559748427673,0.8768422477537692,0.9575289575289575,0.9483747609942639,0.9529298751200769,0.8704043314994323,0.7410947964101219,0.19469026548672566,0.05162523900573614,0.8053097345132744,0.9760402037259515,0.9947837733911813,0.9134118961774805,0.055581655353307724
stratified_group,gru,111,11,2400,408,0.5,253,60,50,45,0.7426470588235294,0.6517693715680293,0.8083067092651757,0.8489932885906041,0.8281505728314239,0.6579777254401022,0.31870188686645845,0.5454545454545454,0.15100671140939598,0.45454545454545453,0.7950274557657108,0.9196104576207934,0.6339300669848379,0.22460734844207764
stratified_group,gru,111,22,2400,408,0.5,215,55,55,83,0.6617647058823529,0.610738255033557,0.7962962962962963,0.7214765100671141,0.7570422535211268,0.6002953203089505,0.20773550056124554,0.5,0.2785234899328859,0.5,0.6909090909090909,0.858834831594751,0.6255467439942713,0.27135148644447327
stratified_group,cnn1d,111,11,2400,408,0.5,221,59,51,77,0.6666666666666666,0.6026235509456985,0.7892857142857143,0.7416107382550335,0.7647058823529411,0.5966386554621849,0.19628969837941213,0.5363636363636364,0.25838926174496646,0.4636363636363636,0.57339841366687,0.7507378301552334,0.4670320871682474,0.29551181197166443
stratified_group,cnn1d,111,22,2400,408,0.5,221,56,54,77,0.6740196078431373,0.6162599145820622,0.7978339350180506,0.7416107382550335,0.768695652173913,0.6084142161284503,0.22099830229668344,0.509090909090909,0.25838926174496646,0.4909090909090909,0.6192953020134229,0.7750292400293243,0.5712937943075407,0.2887638807296753
stratified_group,gru,112,11,2284,524,0.5,385,8,105,26,0.9351145038167938,0.9329715995952027,0.9796437659033079,0.9367396593673966,0.9577114427860697,0.9091835902454939,0.8224653594899624,0.07079646017699115,0.06326034063260341,0.9292035398230089,0.9867794931421312,0.9964298246591511,0.9558295413817943,0.04774251580238342
stratified_group,gru,112,22,2284,524,0.5,373,13,100,38,0.9026717557251909,0.8962491656439076,0.966321243523316,0.9075425790754258,0.9360100376411543,0.8664113933225692,0.7399890504591887,0.11504424778761062,0.09245742092457421,0.8849557522123894,0.9640634756583337,0.9893366484214098,0.9135767541418416,0.07464958727359772
stratified_group,cnn1d,112,11,2284,524,0.5,385,6,107,26,0.9389312977099237,0.9418211571173266,0.9846547314578005,0.9367396593673966,0.9600997506234414,0.9150092249052166,0.83506914628991,0.05309734513274336,0.06326034063260341,0.9469026548672567,0.9874685097861895,0.996688996071367,0.9549596634924828,0.04082508757710457
stratified_group,cnn1d,112,22,2284,524,0.5,374,13,100,37,0.9045801526717557,0.8974657106560731,0.9664082687338501,0.9099756690997567,0.9373433583959899,0.8686716791979949,0.7440018754591912,0.11504424778761062,0.09002433090024331,0.8849557522123894,0.9690803780978834,0.9917457242690406,0.9031151517642767,0.0735614076256752
stratified_group,gru,113,11,2081,727,0.5,575,56,60,36,0.8734525447042641,0.7291607878548452,0.9112519809825673,0.9410801963993454,0.9259259259259259,0.7459818308874913,0.4957578571252029,0.4827586206896552,0.058919803600654665,0.5172413793103449,0.8026694508719453,0.9514677224761128,0.6550422084964891,0.11240743845701218
stratified_group,gru,113,22,2081,727,0.5,559,56,60,52,0.8514442916093535,0.7160674981658107,0.9089430894308943,0.9148936170212766,0.9119086460032626,0.7191122177384734,0.4383514721969014,0.4827586206896552,0.0851063829787234,0.5172413793103449,0.773139003329759,0.9400556474700564,0.6400115555856476,0.1231292113661766
stratified_group,cnn1d,113,11,2081,727,0.5,563,56,60,48,0.8569463548830811,0.7193408205880694,0.9095315024232633,0.9214402618657938,0.9154471544715447,0.7255807200929152,0.45169143658467803,0.4827586206896552,0.07855973813420622,0.5172413793103449,0.7269527061346577,0.9222377521964162,0.6131810266910489,0.12480276077985764
stratified_group,cnn1d,113,22,2081,727,0.5,557,50,66,54,0.8569463548830811,0.7402929059201987,0.9176276771004942,0.911620294599018,0.9146141215106732,0.7369680777044891,0.4740624714511582,0.43103448275862066,0.088379705400982,0.5689655172413793,0.7821759128618997,0.9374178004163668,0.6550197503561797,0.12127141654491425
stratified_group,gru,114,11,1842,966,0.5,629,119,83,135,0.7370600414078675,0.6170947592141413,0.8409090909090909,0.8232984293193717,0.832010582010582,0.6136243386243386,0.22782992742787306,0.5891089108910891,0.17670157068062828,0.41089108910891087,0.5848938624228915,0.8259283611546506,0.3932301192605606,0.22887596487998962
stratified_group,gru,114,22,1842,966,0.5,641,117,85,123,0.7515527950310559,0.6298986574050075,0.8456464379947229,0.8390052356020943,0.8423127463863338,0.6284734463638986,0.25703410469667654,0.5792079207920792,0.16099476439790575,0.4207920792079208,0.593877974184853,0.7958372808671077,0.42286249413781696,0.2138553112745285
stratified_group,cnn1d,114,11,1842,966,0.5,660,124,78,104,0.7639751552795031,0.6250064797055621,0.8418367346938775,0.8638743455497382,0.8527131782945736,0.6294815891472868,0.26001066352533636,0.6138613861386139,0.13612565445026178,0.38613861386138615,0.5901813021616298,0.8154294173936211,0.3801211170707455,0.2154257893562317
stratified_group,cnn1d,114,22,1842,966,0.5,670,118,84,94,0.7805383022774327,0.646402467471878,0.850253807106599,0.8769633507853403,0.8634020618556701,0.6527536625067825,0.3071338234068521,0.5841584158415841,0.12303664921465969,0.4158415841584158,0.6283111295422736,0.838174966615973,0.4063624712363984,0.20246008038520813
stratified_group,gru,115,11,2022,786,0.5,585,13,65,123,0.8269720101781171,0.8298022598870056,0.9782608695652174,0.826271186440678,0.8958652373660031,0.6922935209386406,0.4622937653553695,0.16666666666666666,0.17372881355932204,0.8333333333333334,0.927821237143271,0.991689946713175,0.5442690979368803,0.12729910016059875
stratified_group,gru,115,22,2022,786,0.5,627,16,62,81,0.8765903307888041,0.8402325076053889,0.9751166407465007,0.885593220338983,0.9282013323464101,0.7446436525985445,0.5273466927731114,0.20512820512820512,0.11440677966101695,0.7948717948717948,0.9073229030856149,0.9876665512047121,0.6103432148618729,0.09966857731342316
stratified_group,cnn1d,115,11,2022,786,0.5,631,16,62,77,0.8816793893129771,0.8430573663624511,0.9752704791344667,0.8912429378531074,0.9313653136531366,0.751396942540854,0.5376518377719166,0.20512820512820512,0.10875706214689265,0.7948717948717948,0.9145661306678255,0.9892585114127339,0.5359145005535679,0.08896329253911972
stratified_group,cnn1d,115,22,2022,786,0.5,617,9,69,91,0.8727735368956743,0.8780421555845285,0.9856230031948882,0.8714689265536724,0.9250374812593704,0.7524347070162398,0.5614188609813382,0.11538461538461539,0.1285310734463277,0.8846153846153846,0.930917716934666,0.9915404214208458,0.5748659044236405,0.10204140096902847
stratified_group,gru,116,11,1946,862,0.5,450,0,113,299,0.6531322505800464,0.8004005340453939,1.0,0.6008010680907877,0.7506255212677231,0.5905508558719568,0.40593449868060644,0.0,0.3991989319092123,1.0,0.9700131148315747,0.9957736265557385,0.702339883604833,0.23065543174743652
stratified_group,gru,116,22,1946,862,0.5,658,12,101,91,0.8805104408352669,0.8861549913158547,0.982089552238806,0.8785046728971962,0.9274136715997181,0.7948543767834656,0.6264461771353665,0.10619469026548672,0.12149532710280374,0.8938053097345132,0.9612580786180983,0.9940852061835244,0.7604156036895195,0.09098204970359802
stratified_group,cnn1d,116,11,1946,862,0.5,606,16,97,143,0.8155452436194895,0.833742925670806,0.9742765273311897,0.8090787716955942,0.8840262582056893,0.7168006645136096,0.5025987241628235,0.1415929203539823,0.1909212283044059,0.8584070796460177,0.9325826766071575,0.988852788253745,0.7143516755176237,0.1372217983007431
stratified_group,cnn1d,116,22,1946,862,0.5,639,23,90,110,0.845707656612529,0.8247988468400345,0.9652567975830816,0.8531375166889186,0.9057406094968108,0.7404102408506419,0.5193744872391607,0.20353982300884957,0.14686248331108145,0.7964601769911505,0.9137138603683967,0.9836675184782685,0.768874691163969,0.11946068704128265
stratified_group,gru,117,11,2013,795,0.5,588,8,73,126,0.8314465408805032,0.8623819898329702,0.9865771812080537,0.8235294117647058,0.8977099236641222,0.7095692475463469,0.5061025765393924,0.09876543209876543,0.17647058823529413,0.9012345679012346,0.9470553653560191,0.9932759030410075,0.6670606167092236,0.11840426921844482
stratified_group,gru,117,22,2013,795,0.5,515,15,66,199,0.730817610062893,0.7680516651104886,0.9716981132075472,0.7212885154061625,0.8279742765273312,0.6047385833503708,0.34401648061622603,0.18518518518518517,0.27871148459383754,0.8148148148148148,0.9034132171387074,0.9854995666118607,0.683773927677816,0.16821324825286865
stratified_group,cnn1d,117,11,2013,795,0.5,573,11,70,141,0.8088050314465409,0.8333592696337795,0.9811643835616438,0.8025210084033614,0.8828967642526965,0.6811744095236085,0.4567583503086239,0.13580246913580246,0.19747899159663865,0.8641975308641975,0.9201161946259986,0.9886855303524544,0.6634953358986292,0.13922514021396637
stratified_group,cnn1d,117,22,2013,795,0.5,591,10,71,123,0.8327044025157233,0.852137151156759,0.9833610648918469,0.8277310924369747,0.8988593155893536,0.707611475976495,0.49601562385934767,0.12345679012345678,0.1722689075630252,0.8765432098765432,0.9426289034132173,0.9924556496674181,0.7197130592540388,0.1267954558134079
stratified_group,gru,118,11,2382,426,0.5,234,52,99,41,0.7816901408450704,0.7532691149909694,0.8181818181818182,0.850909090909091,0.8342245989304813,0.757318485032251,0.5158459374704792,0.3443708609271523,0.14909090909090908,0.6556291390728477,0.868151715833835,0.9204284075343991,0.842464088842829,0.19990980625152588
stratified_group,gru,118,22,2382,426,0.5,242,48,103,33,0.8098591549295775,0.7810596026490066,0.8344827586206897,0.88,0.856637168141593,0.7872036014923993,0.5767861070075919,0.31788079470198677,0.12,0.6821192052980133,0.912366044551475,0.9494827677581164,0.8732684773234494,0.17395371198654175
stratified_group,cnn1d,118,11,2382,426,0.5,233,54,97,42,0.7746478873239436,0.744828416616496,0.8118466898954704,0.8472727272727273,0.8291814946619217,0.7490735059516505,0.49957223298124714,0.3576158940397351,0.15272727272727274,0.6423841059602649,0.8644671884406984,0.913658092297184,0.8411327989045794,0.21158422529697418
stratified_group,cnn1d,118,22,2382,426,0.5,231,56,95,44,0.7652582159624414,0.734569536423841,0.8048780487804879,0.84,0.8220640569395018,0.7386182353663027,0.47863899428061163,0.3708609271523179,0.16,0.6291390728476821,0.8564479229379892,0.9124600501499152,0.8328475331670686,0.2159268856048584
stratified_group,gru,119,11,1891,917,0.5,613,5,108,191,0.7862595419847328,0.859095011667327,0.9919093851132686,0.7624378109452736,0.8621659634317862,0.6932189040459902,0.503589634426852,0.04424778761061947,0.23756218905472637,0.9557522123893806,0.9368423369876282,0.9907891493205102,0.6076165100303642,0.16771051287651062
stratified_group,gru,119,22,1891,917,0.5,687,5,108,117,0.8669574700109052,0.9051149121648395,0.9927745664739884,0.8544776119402985,0.9184491978609626,0.7787512261494163,0.6189152235498493,0.04424778761061947,0.1455223880597015,0.9557522123893806,0.9677497468410161,0.9954230442365287,0.7837884532345237,0.0991707518696785
stratified_group,cnn1d,119,11,1891,917,0.5,623,13,100,181,0.7884405670665212,0.8299156870514683,0.9795597484276729,0.7748756218905473,0.8652777777777778,0.6864459954878737,0.4704554350221098,0.11504424778761062,0.22512437810945274,0.8849557522123894,0.9335292563730024,0.9894611575464602,0.7013732505219601,0.15444085001945496
stratified_group,cnn1d,119,22,1891,917,0.5,698,23,90,106,0.8593238822246456,0.832309690485625,0.9680998613037448,0.8681592039800995,0.9154098360655738,0.748967053955117,0.5328986004674124,0.20353982300884957,0.1318407960199005,0.7964601769911505,0.917007880949236,0.9857856262989267,0.6932121941716062,0.10368809103965759
stratified_group,gru,120,11,2142,666,0.5,466,0,111,89,0.8663663663663663,0.9198198198198198,1.0,0.8396396396396396,0.9128305582761999,0.8133284624178427,0.6826419266350405,0.0,0.16036036036036036,1.0,0.9683791900008117,0.9940211525666749,0.8217789056223739,0.11038542538881302
stratified_group,gru,120,22,2142,666,0.5,449,10,101,106,0.8258258258258259,0.8594594594594595,0.9782135076252724,0.809009009009009,0.8856015779092702,0.7604108518477168,0.5788904406494095,0.09009009009009009,0.19099099099099098,0.9099099099099099,0.9401834266699132,0.9878934272423434,0.7445531144631041,0.1406741440296173
