seed,model,calibrator,domain,oracle,brier,ece,f1_macro,recall,fpr,precision,pr_auc,roc_auc,ppv_deploy,alerts_per_hour,mean_score,tp,fp,tn,fn
102,mlp,isotonic+prior_ORACLE,target,True,0.3167399477850672,0.4700222933715307,0.3070684255400596,0.02300200635911525,0.001613862049332686,0.9565633802816902,0.6826613068375957,0.6198291371269988,0.02776949661511242,398.38998107068164,0.3320754819119422,16979.0,771.0,476965.0,721174.0
102,mlp,isotonic+prior_EM,target,False,0.39289435839168163,0.3928780281768894,0.3777772945533131,0.9999891621384727,0.9999790679371033,0.6070915417836267,0.6826613068375957,0.6198291371269988,0.0020000201484472752,240475.93301615375,0.9999671621356636,738145.0,477726.0,10.0,8.0
102,mlp,temperature,source_test,False,0.06009685583871913,0.18408426925244803,0.7490826072607237,0.9301662611103758,0.022977267171840624,0.9989721608677586,0.9995628781710807,0.9897581350396641,0.07503868784163961,5961.918675683614,0.775929414649419,,,,
102,mlp,temperature,target,False,0.23805219642764236,0.26751091862821275,0.6267218711293132,0.8860927206148319,0.6281670211162651,0.685487910959263,0.6978717750794519,0.5912131590519787,0.0028188861486546086,151186.26192751797,0.6741243091369851,,,,
103,logreg,raw,source_test,False,0.06485140252218391,0.14845094876368176,0.8139118544588596,0.9503823212289674,0.1437286118137182,0.990045649866554,0.9963246030801677,0.9552325009973972,0.013077883190854869,34951.96454490149,0.7892102084144212,,,,
103,logreg,raw,target,False,0.38806969311175227,0.4236514123786351,0.5373396154283885,0.2862685649181132,0.02270082221143058,0.951182732776665,0.8193827805792488,0.7618364882061126,0.024648621170599894,5585.881610463473,0.18996311013091147,,,,
103,logreg,platt,source_test,False,0.03894886930652567,0.04235638061676873,0.4839138946995553,1.0,1.0,0.937661157178103,0.9963246056020171,0.955232500997397,0.002,240480.9619238477,0.9628932192970047,,,,
103,logreg,platt,target,False,0.24405960956288691,0.191817496015358,0.37775697758799454,1.0,1.0,0.6070891339587742,0.8193827929680606,0.7618364881720837,0.002,240480.9619238477,0.7844314594127746,,,,
103,logreg,platt+prior_ORACLE,target,True,0.3024619631264521,0.3270817856326227,0.5400561159302191,0.2905264897656719,0.024226769596597284,0.9487937281829162,0.8193827929680606,0.7618364881720837,0.023468004320487446,5954.1568826297635,0.3047420021535759,214453.0,11574.0,466162.0,523700.0
103,logreg,platt+prior_EM,target,False,0.6070887852277593,0.6070889384215479,0.2820789726179054,0.0,0.0,0.0,0.8193827929680606,0.7618364881720837,,0.0,2.0244340912294303e-07,0.0,0.0,477736.0,738153.0
103,logreg,platt+prior_BBSE,target,False,0.6070887852277593,0.6070889384215479,0.2820789726179054,0.0,0.0,0.0,0.8193827929680606,0.7618364881720837,,0.0,2.0244340912294303e-07,0.0,0.0,477736.0,738153.0
103,logreg,isotonic,source_test,False,0.0504296730765582,0.09525969632298975,0.4839138946995553,1.0,1.0,0.937661157178103,0.9864574132731129,0.8853238551376205,0.002,240480.9619238477,0.920406079925294,,,,
103,logreg,isotonic,target,False,0.26202687656202256,0.314795475555912,0.37775697758799454,1.0,1.0,0.6070891339587742,0.6408299542472471,0.5523962518140815,0.002,240480.9619238477,0.7809539197856485,,,,
103,logreg,isotonic+prior_ORACLE,target,True,0.3578751162643405,0.4576992646353426,0.3469675495989224,0.061225789233397415,0.0022334511110738984,0.9769352154082273,0.6408299542472471,0.5523962518140815,0.05207523808525183,565.4755400365239,0.25486585285093594,45194.0,1067.0,476669.0,692959.0
103,logreg,isotonic+prior_EM,target,False,0.6070889334255556,0.6070890026537704,0.2820789726179054,0.0,0.0,0.0,0.6408299542472471,0.5523962518140815,,0.0,1.3130500374574153e-07,0.0,0.0,477736.0,738153.0
103,logreg,temperature,source_test,False,0.06026221762615594,0.11986590170960826,0.8139118544588596,0.9503823212289674,0.1437286118137182,0.990045649866554,0.9963246031109506,0.955232500997397,0.013077883190854869,34951.96454490149,0.8177952554684949,,,,
103,logreg,temperature,target,False,0.411996320014063,0.440398462317065,0.5373396154283885,0.2862685649181132,0.02270082221143058,0.951182732776665,0.8193827805792488,0.7618364882061126,0.024648621170599894,5585.881610463473,0.16984097942192836,,,,
103,tree,raw,source_test,False,0.0742575669839939,0.08015846317073555,0.71557625728938,0.9294016400739913,0.3502454991816694,0.9755580936559028,0.9673232961862837,0.7532148067390422,0.0052896503097300575,84505.92660443785,0.899389647464247,,,,
103,tree,raw,target,False,0.4054393639579363,0.40293562831238805,0.458359206021873,0.8632817315651362,0.8626249644154931,0.607270658441822,0.5932142774032464,0.4746689097195339,0.0020015196699476896,207445.1971021545,0.8748952326837492,,,,
103,tree,platt,source_test,False,0.05173179917788926,0.04980217780530473,0.4839138946995553,1.0,1.0,0.937661157178103,0.9673232318566692,0.7532143475414377,0.002,240480.9619238477,0.9848984477782661,,,,
103,tree,platt,target,False,0.37976167966833396,0.3752684150279968,0.37775697758799454,1.0,1.0,0.6070891339587742,0.5932142774032464,0.4746689097195339,0.002,240480.9619238477,0.9816438478915285,,,,
103,tree,platt+prior_ORACLE,target,True,0.3618576523144434,0.3549728879097488,0.4638836554835117,0.8787460052319777,0.8631377999564613,0.6113556914649467,0.5932142774032464,0.4746689097195339,0.00203609255793385,207575.71535880057,0.9000874966039067,648649.0,412352.0,65384.0,89504.0
103,tree,platt+prior_EM,target,False,0.3864551199035107,0.38495135687236687,0.37775697758799454,1.0,1.0,0.6070891339587742,0.5932142774032464,0.4746689097195339,0.002,240480.9619238477,0.9917599222502577,738153.0,477736.0,0.0,0.0
103,tree,platt+prior_BBSE,target,False,0.39210746309454875,0.3919551673457554,0.37775697758799454,1.0,1.0,0.6070891339587742,0.5932142774032464,0.4746689097195339,0.002,240480.9619238477,0.9990360906871409,738153.0,477736.0,0.0,0.0
103,tree,isotonic,source_test,False,0.039012005664441636,0.04311523835206681,0.7752227688499522,0.998446974567972,0.5915786341318257,0.9621015708403233,0.9724424797885374,0.7877502262861773,0.003370897478636369,142459.08716938627,0.9766542570860789,,,,
103,tree,isotonic,target,False,0.378706555378853,0.3657152726032194,0.40890669419323233,0.9856804754569852,0.9668059346584724,0.61169134591214,0.5915270108407558,0.4709006129222624,0.002038965537105334,232507.49909580828,0.9718388852975572,,,,
