attack,model,eps,f1_macro,f1_drop,recall,recall_drop,fpr,fpr_rise,false_alerts_per_hour,ppv_deploy,n
evasion_constrained,tree,0.5,0.5080287207106685,0.11741368374365364,0.7374265727210974,0.1255994582815557,0.20223647745288123,0.0,48536.75458869149,0.011805362818988946,5
evasion_constrained,xgboost,0.0,0.6355657610879993,0.0,0.8629259452567041,0.0,0.0932441453213551,0.0,22378.594877125222,0.0365625545683697,5
evasion_constrained,xgboost,0.01,0.6366292532008371,-0.0010634921128376384,0.8621694008711515,0.0007565443855525045,0.0932441453213551,0.0,22378.594877125222,0.03654966798769171,5
evasion_constrained,xgboost,0.05,0.6362344025638651,-0.0006686414758656611,0.8629703621056344,-4.4416848930239897e-05,0.0932441453213551,0.0,22378.594877125222,0.036557515493644464,5
evasion_constrained,xgboost,0.1,0.6336454541573884,0.0019203069306109933,0.8594282740603385,0.0034976711963656147,0.0932441453213551,0.0,22378.594877125222,0.03646794242662722,5
evasion_constrained,xgboost,0.25,0.6098954922435633,0.025670268844436038,0.8298244889510945,0.033101456305609435,0.0932441453213551,0.0,22378.594877125222,0.034611415002040444,5
evasion_constrained,xgboost,0.5,0.5946030727312225,0.04096268835677682,0.8180609362440983,0.044865009012605796,0.0932441453213551,0.0,22378.594877125222,0.03349701362977097,5
evasion_unconstrained,hgb,0.0,0.6160452335425184,0.0,0.8448849952808445,0.0,0.10195845196961639,0.0,24470.028472707934,0.02963810195379472,5
evasion_unconstrained,hgb,0.01,0.6218296169891887,-0.00578438344667026,0.8480556647520098,-0.0031706694711652883,0.10195845196961639,0.0,24470.028472707934,0.0296296418817093,5
evasion_unconstrained,hgb,0.05,0.6219251624318495,-0.005879928889331032,0.8479414600961055,-0.003056464815260984,0.10195845196961639,0.0,24470.028472707934,0.029639907084601253,5
evasion_unconstrained,hgb,0.1,0.6160279237764402,1.730976607819956e-05,0.8398065006843776,0.005078494596466965,0.10195845196961639,0.0,24470.028472707934,0.029498312085124673,5
evasion_unconstrained,hgb,0.25,0.5896894217239266,0.02635581181859189,0.8087206517399268,0.0361643435409176,0.10195845196961639,0.0,24470.028472707934,0.028921281149707996,5
evasion_unconstrained,hgb,0.5,0.5526864986111862,0.06335873493133218,0.775954881845781,0.06893011343506353,0.10195845196961639,0.0,24470.028472707934,0.027936560007332377,5
evasion_unconstrained,logreg,0.0,0.5932431059675991,0.0,0.8610308119445259,0.0,0.18356098400776238,0.0,44054.63616186297,0.012001829573077811,5
evasion_unconstrained,logreg,0.01,0.5937492512128111,-0.0005061452452121418,0.8615851924067917,-0.0005543804622656579,0.18356098400776238,0.0,44054.63616186297,0.012006770225956056,5
evasion_unconstrained,logreg,0.05,0.5831551350970073,0.010087970870591689,0.852731057154493,0.00829975479003282,0.18356098400776238,0.0,44054.63616186297,0.011890013031452677,5
evasion_unconstrained,logreg,0.1,0.567643263919339,0.025599842048260036,0.8358336852433375,0.02519712670118839,0.18356098400776238,0.0,44054.63616186297,0.011627949841408206,5
evasion_unconstrained,logreg,0.25,0.5351798843398313,0.05806322162776767,0.7839492615525958,0.0770815503919301,0.18356098400776238,0.0,44054.63616186297,0.010744456524484032,5
evasion_unconstrained,logreg,0.5,0.48818450384233075,0.10505860212526826,0.7022132559325514,0.15881755601197461,0.18356098400776238,0.0,44054.63616186297,0.009451073420377635,5
evasion_unconstrained,mlp,0.0,0.700036070449301,0.0,0.9516921643108198,0.0,0.45284118450077393,0.0,108681.88428018575,0.004727885854196758,5
