surface,model,tpr,fpr,corpus_precision,ppv_lo,ppv_hi,pi,lambda_b,ppv,npv,fdr,alerts_per_hour,true_alerts_per_hour,false_alerts_per_hour,alerts_per_day,alerts_per_100k_benign,missed_attacks_per_hour
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.2768766933291976,0.29620440014323124,0.1,24000.0,0.28639477527855345,0.9917737451859956,0.7136052247214466,8797.903758266712,2519.673669771136,6278.230088495575,211149.69019840108,36657.932326111295,146.99299689553087
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.2768766933291976,0.29620440014323124,0.1,240000.0,0.28639477527855345,0.9917737451859954,0.7136052247214466,87979.03758266711,25196.736697711356,62782.30088495575,2111496.901984011,36657.932326111295,1469.9299689553086
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.2768766933291976,0.29620440014323124,0.1,2400000.0,0.2863947752785535,0.9917737451859955,0.7136052247214465,879790.375826671,251967.3669771136,627823.0088495575,21114969.019840106,36657.932326111295,14699.299689553089
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.2768766933291976,0.29620440014323124,0.1,24000000.0,0.2863947752785535,0.9917737451859956,0.7136052247214465,8797903.75826671,2519673.669771136,6278230.088495575,211149690.19840103,36657.932326111295,146992.99689553087
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.4627995489918206,0.48637637304516557,0.2,24000.0,0.47451498040315826,0.981679314947996,0.5254850195968417,11947.49584548063,5669.265756985055,6278.230088495575,286739.9002915351,49781.23268950262,330.73424301494447
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.4627995489918206,0.48637637304516557,0.2,240000.0,0.4745149804031582,0.981679314947996,0.5254850195968418,119474.9584548063,56692.657569850555,62782.30088495575,2867399.002915351,49781.23268950262,3307.3424301494447
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.4627995489918206,0.48637637304516557,0.2,2400000.0,0.47451498040315815,0.981679314947996,0.5254850195968419,1194749.584548063,566926.5756985055,627823.0088495575,28673990.029153515,49781.23268950262,33073.424301494444
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.4627995489918206,0.48637637304516557,0.2,24000000.0,0.4745149804031582,0.981679314947996,0.5254850195968418,11947495.84548063,5669265.756985055,6278230.088495575,286739900.29153514,49781.23268950262,330734.2430149445
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.7750792349139618,0.7911359664044814,0.5,24000.0,0.7831750463292018,0.930535188588201,0.21682495367079824,28955.293116435794,22677.06302794022,6278.230088495575,694927.0347944591,120647.05465181582,1322.9369720597779
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.7750792349139618,0.7911359664044814,0.5,240000.0,0.7831750463292018,0.930535188588201,0.21682495367079824,289552.931164358,226770.63027940222,62782.30088495575,6949270.347944591,120647.05465181582,13229.369720597779
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.7750792349139618,0.7911359664044814,0.5,2400000.0,0.7831750463292018,0.9305351885882011,0.21682495367079824,2895529.3116435795,2267706.302794022,627823.0088495575,69492703.4794459,120647.05465181582,132293.69720597778
d_a_radio_heldout,hgb,0.9448776261641759,0.2615929203539823,0.9281301010019394,0.7750792349139618,0.7911359664044814,0.5,24000000.0,0.7831750463292018,0.930535188588201,0.21682495367079824,28955293.116435796,22677063.02794022,6278230.088495575,694927034.7944591,120647.05465181582,1322936.972059778
d_a_radio_heldout,logreg,0.7979207277452891,0.22265486725663716,0.9296671209480127,0.00033885935739659924,0.0003789793420316662,0.0001,24000.0,0.00035827405649858186,0.9999740019948017,0.9996417259435014,5345.6320154260075,1.9152012667153653,5343.716814159292,128295.16837022419,22273.466730941695,0.4850387572870348
