layer,protocol,model,split_seed,model_seed,status,n_train,n_test,train_prevalence,test_prevalence,n_train_groups,n_test_groups,fit_seconds,threshold,tp,fp,tn,fn,accuracy,balanced_accuracy,precision,recall,f1,f1_macro,mcc,fpr,fnr,tnr,roc_auc,pr_auc,pr_auc_benign,brier
radio,random,stratified,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.03,0.5,325,114,33,90,0.6370106761565836,0.5038111630194246,0.7403189066059226,0.7831325301204819,0.7611241217798594,0.502784283112152,0.008101872816292295,0.7755102040816326,0.21686746987951808,0.22448979591836735,0.5038111630194246,0.7399101671807733,0.2630759447256031,0.36298932384341637
radio,random,logreg,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.11,0.5,373,26,121,42,0.8790035587188612,0.8609622162117859,0.9348370927318296,0.8987951807228916,0.9164619164619164,0.8485535388761195,0.6991883860327189,0.17687074829931973,0.10120481927710843,0.8231292517006803,0.9311367920662241,0.97052713438683,0.8894955687590481,0.08816134986235195
radio,random,logreg,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.1,0.5,373,26,121,42,0.8790035587188612,0.8609622162117859,0.9348370927318296,0.8987951807228916,0.9164619164619164,0.8485535388761195,0.6991883860327189,0.17687074829931973,0.10120481927710843,0.8231292517006803,0.9311367920662241,0.97052713438683,0.8894955687590481,0.08816134986235195
radio,random,tree,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.11,0.5,411,14,133,4,0.9679715302491103,0.9475616752725187,0.9670588235294117,0.9903614457831326,0.9785714285714285,0.9575955734406438,0.916243387945969,0.09523809523809523,0.00963855421686747,0.9047619047619048,0.9492500614703712,0.9658097847494126,0.9134763934917363,0.03204182725687513
radio,random,tree,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,0.12,0.5,411,13,134,4,0.9697508896797153,0.9509630358167364,0.9693396226415094,0.9903614457831326,0.9797377830750894,0.960044330134036,0.9209396794810729,0.08843537414965986,0.00963855421686747,0.9115646258503401,0.9526678141135971,0.9680788577357475,0.9185185752800591,0.030262467826270147
radio,random,rf,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,1.33,0.5,415,15,132,0,0.9733096085409253,0.9489795918367347,0.9651162790697675,1.0,0.9822485207100592,0.9642425399249221,0.930932342387708,0.10204081632653061,0.0,0.8979591836734694,0.9932956315056143,0.997426491752474,0.9867501714769998,0.023329517600864255
radio,random,rf,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,1.34,0.5,415,15,132,0,0.9733096085409253,0.9489795918367347,0.9651162790697675,1.0,0.9822485207100592,0.9642425399249221,0.930932342387708,0.10204081632653061,0.0,0.8979591836734694,0.9943447258421441,0.9978701789171387,0.9881644786696466,0.02320653251848359
radio,random,xgboost,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,2.31,0.5,413,10,137,2,0.9786476868327402,0.9635767560036063,0.9763593380614657,0.9951807228915662,0.9856801909307876,0.9718610744863728,0.9444017423546311,0.06802721088435375,0.004819277108433735,0.9319727891156463,0.9973608720596672,0.9990271191380389,0.9940061083870156,0.01558530330657959
radio,random,xgboost,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,5.84,0.5,414,10,137,1,0.9804270462633452,0.9647815752807147,0.9764150943396226,0.9975903614457832,0.9868891537544696,0.9741463312631997,0.9491593788668656,0.06802721088435375,0.0024096385542168677,0.9319727891156463,0.9955905253667732,0.9982126464189387,0.9922070076847533,0.014460358768701553
radio,random,hgb,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,10.81,0.5,415,9,138,0,0.9839857651245552,0.9693877551020409,0.9787735849056604,1.0,0.9892729439809297,0.9788469983062543,0.9585659453287966,0.061224489795918366,0.0,0.9387755102040817,0.9948528809114006,0.9974915449786408,0.9928499141465447,0.014938965775467874
radio,random,hgb,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,13.32,0.5,415,9,138,0,0.9839857651245552,0.9693877551020409,0.9787735849056604,1.0,0.9892729439809297,0.9788469983062543,0.9585659453287966,0.061224489795918366,0.0,0.9387755102040817,0.9948528809114006,0.9974915449786408,0.9928499141465447,0.014938965775467874
radio,random,mlp,103,11,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,1.98,0.5,410,28,119,5,0.9412811387900356,0.8987378083763626,0.9360730593607306,0.9879518072289156,0.9613130128956624,0.9197708975917427,0.8451858762841742,0.19047619047619047,0.012048192771084338,0.8095238095238095,0.9658552577657569,0.9850526090951924,0.944063394032159,0.04736968129873276
radio,random,mlp,103,22,ok,2246,562,0.7711487088156723,0.7384341637010676,30,29,2.8,0.5,413,13,134,2,0.9733096085409253,0.9533726743709532,0.9694835680751174,0.9951807228915662,0.9821640903686087,0.964580278399852,0.9304516245410854,0.08843537414965986,0.004819277108433735,0.9115646258503401,0.9891976067535448,0.9957595142956623,0.9798358057639517,0.025031140074133873
