model,split_seed,domain,group,tau,tp,fp,fn,tn
majority,101,source_heldout,172.31.0.137,0.15,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.2,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.25,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.3,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.35,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.4,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.45,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.5,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.55,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.6,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.65,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.7,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.75,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.8,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.85,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.9,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.95,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.975,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.99,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.995,338,151,0,0
majority,101,source_heldout,172.31.0.137,0.999,338,151,0,0
majority,101,source_heldout,172.31.0.138,0.05,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.1,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.15,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.2,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.25,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.3,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.35,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.4,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.45,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.5,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.55,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.6,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.65,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.7,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.75,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.8,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.85,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.9,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.95,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.975,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.99,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.995,319,137,0,0
majority,101,source_heldout,172.31.0.138,0.999,319,137,0,0
majority,101,source_heldout,174.16.0.2,0.05,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.1,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.15,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.2,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.25,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.3,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.35,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.4,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.45,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.5,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.55,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.6,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.65,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.7,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.75,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.8,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.85,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.9,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.95,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.975,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.99,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.995,1,0,0,0
majority,101,source_heldout,174.16.0.2,0.999,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.05,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.1,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.15,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.2,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.25,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.3,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.35,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.4,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.45,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.5,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.55,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.6,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.65,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.7,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.75,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.8,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.85,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.9,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.95,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.975,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.99,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.995,1,0,0,0
majority,101,source_heldout,176.58.93.154,0.999,1,0,0,0
majority,101,source_heldout,192.168.0.10,0.05,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.1,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.15,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.2,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.25,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.3,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.35,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.4,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.45,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.5,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.55,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.6,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.65,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.7,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.75,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.8,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.85,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.9,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.95,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.975,26,2,0,0
majority,101,source_heldout,192.168.0.10,0.99,26,2,0,0
