direction,model,split_seed,benign,benign__n,bruteforce,bruteforce__n,ddos,ddos__n,dos,dos__n,probe,probe__n,web,web__n
b_to_a,logreg,117,0.6815073938622993,88046,0.5946229783658895,28566,0.9651257964890241,420282,0.8861783347852277,632507,0.9246670631175222,183293,0.30880245436331255,287488
b_to_a,tree,117,0.8415373781886741,88046,0.3323531470979486,28566,0.29630581371555287,420282,0.2460605179073117,632507,0.1231852825803495,183293,0.007335958370436331,287488
b_to_a,rf,117,0.8845944165549826,88046,0.35052159910382974,28566,0.4485750044018064,420282,0.3658504965162441,632507,0.4822660985416792,183293,0.005210652270703473,287488
b_to_a,xgboost,117,0.8900574699588851,88046,0.19719246656864806,28566,0.8831998515282596,420282,0.7735281981068984,632507,0.898206696382295,183293,0.005078472840605521,287488
b_to_a,hgb,117,0.8801421983962928,88046,0.2820485892319541,28566,0.8963005791349618,420282,0.8364697940101848,632507,0.9181365354923537,183293,0.004772373107747106,287488
b_to_a,mlp,117,0.8334961270245099,88046,0.3757964013162501,28566,0.939169414821477,420282,0.7994994521799759,632507,0.9183438538296607,183293,0.003961904496883348,287488
b_to_a,majority,118,0.0,88046,1.0,28566,1.0,420282,1.0,632507,1.0,183293,1.0,287488
b_to_a,stratified,118,0.391568043977012,88046,0.6029895680179234,28566,0.6080203292075321,420282,0.6078715334375746,632507,0.6094177082594534,183293,0.6084149599287623,287488
b_to_a,logreg,118,0.682654521500125,88046,0.5939578519918784,28566,0.9640503281130288,420282,0.8413314002848981,632507,0.9249016601834221,183293,0.30799894256455923,287488
b_to_a,tree,118,0.8061922177043818,88046,0.4706994328922495,28566,0.4348199542212134,420282,0.3882075613392421,632507,0.4833736149225557,183293,0.1951594501335708,287488
b_to_a,rf,118,0.8777457238261818,88046,0.3540572708814675,28566,0.49118924912320777,420282,0.3972762356780241,632507,0.48520128973828786,183293,0.005120213713268032,287488
b_to_a,xgboost,118,0.8886036844376803,88046,0.3680599313869635,28566,0.8505265512203711,420282,0.6929030034450212,632507,0.851789211808416,183293,0.005381094167408727,287488
b_to_a,hgb,118,0.8807100833655135,88046,0.25348316180074215,28566,0.8902760527455376,420282,0.737403696717981,632507,0.9173072621431261,183293,0.1626780943900267,287488
b_to_a,mlp,118,0.8550303250573564,88046,0.39000910172932857,28566,0.9181739879414298,420282,0.7985793042606643,632507,0.5220930422874851,183293,0.0037253728851291182,287488
b_to_a,majority,119,0.0,88046,1.0,28566,1.0,420282,1.0,632507,1.0,183293,1.0,287488
b_to_a,stratified,119,0.3933512027803648,88046,0.6012042288034727,28566,0.6062857795480178,420282,0.6060644388125349,632507,0.6077755287981538,183293,0.6066688000890472,287488
b_to_a,logreg,119,0.7321968062149331,88046,0.5277952811034097,28566,0.961168929433095,420282,0.8584031481074518,632507,0.9212954122634253,183293,0.30597103183437224,287488
b_to_a,tree,119,0.8111101015378325,88046,0.4807463418049429,28566,0.36033663111910574,420282,0.378190280898077,632507,0.4331971215485589,183293,0.19556642364203028,287488
b_to_a,rf,119,0.8915794016763964,88046,0.3399145837709165,28566,0.47045793062753105,420282,0.3807894616186066,632507,0.4843120031861555,183293,0.004817592386464826,287488
b_to_a,xgboost,119,0.8459895963473639,88046,0.43429251557795984,28566,0.8885581585697222,420282,0.7815866069466425,632507,0.8583415624164589,183293,0.007353350400712377,287488
b_to_a,hgb,119,0.8557685755173432,88046,0.34401036196877405,28566,0.8843371831294227,420282,0.7325515765042917,632507,0.9183874997954096,183293,0.005801981300089047,287488
b_to_a,mlp,119,0.8481021284328646,88046,0.47157459917384303,28566,0.9113357222055667,420282,0.7750206717079811,632507,0.9176782528519911,183293,0.005450662288512912,287488
b_to_a,majority,120,0.0,88046,1.0,28566,1.0,420282,1.0,632507,1.0,183293,1.0,287488
b_to_a,stratified,120,0.3928173909092974,88046,0.60183434852622,28566,0.6067735472849182,420282,0.6065292558027026,632507,0.608157430998456,183293,0.607114036064114,287488
b_to_a,logreg,120,0.6818935556413693,88046,0.5971434572568788,28566,0.9645904416558406,420282,0.862158047262718,632507,0.9248798372005478,183293,0.3073623942564559,287488
b_to_a,tree,120,0.8033868659564318,88046,0.4561716726177974,28566,0.379635578016665,420282,0.3559596968887301,632507,0.43858194257282057,183293,0.19563947016918967,287488
b_to_a,rf,120,0.9068100765508939,88046,0.34292515577959815,28566,0.4953864310153659,420282,0.3743484261834256,632507,0.48251706284473495,183293,0.004170608860195904,287488
b_to_a,xgboost,120,0.8960884083320083,88046,0.3841979976195477,28566,0.8313489514183334,420282,0.6552733803736559,632507,0.8915506866055987,183293,0.004139303205699021,287488
b_to_a,hgb,120,0.8850827976285124,88046,0.44689491003290627,28566,0.9021514126229532,420282,0.7841810446366602,632507,0.9172308817030655,183293,0.003986253339269813,287488
b_to_a,mlp,120,0.8456375076664471,88046,0.4619127634250508,28566,0.9356051413098824,420282,0.7853083048883254,632507,0.8885936724261155,183293,0.004316701914514693,287488
